date,description,counterparty,debit,credit,balance,account,category
2024-01-22,Bought steel drums HTG Petro,regular client,370726,0,-1258787,Bank,Purchases - Steel Drums
2024-01-22,IBC tank procurement,Walk-in Customer,223813,0,-3917787,Bank,Purchases - IBC Tanks
2024-01-22,bought plastic drums,Metro Traders,176736,0,-13414644,Bank,Purchases - Plastic Drums
2024-01-22,Storage rent paifd,Walk-inc Customer,61795,0,-20692163,Bank,Rent
2024-01-22,Gas charges,bMeezan Bank,2711,0,-20648167,Bank,Utilities
2024-01-23,sundry charges,Al-Baraka Bank,1839,0,-26066207,Bank,Miscellaneous
2024-01-23,online transfer fee,Habib Bank,4441,0,-25416025,Cash,Bank Charges
2024-01-23,Drumes conveyance,habib bank,43999,0,-15323936,Bank,Freight & Conveyance
2024-01-23,Customer payment plastic drums,metro traders,0,184520,-20597545,Cash,Sales - Plastic Drums
2024-01-23,stqationery purchase,M Ehtisham,12277,0,-16684466,Cash,Office Supplies
2024-01-24,bank iservice charges,Walk-in Customer,1041,0,2606622,Bank,Bank Charges
2024-01-24,Plastic drum procurement,Meezan Bank,86485,0,-19541454,Bank,Purchases - Plastic Drums
2024-01-24,IBC tank procurement,City Freight,499428,0,222833,Cash,Purchases - IBC Tanks
2024-01-24,Internet bill,Habib Bank,11000,0,-22911004,Cash,Utilities
2024-01-24,IBC small tank invoice,Walk-in Customer,0,153279,-9723092,Cash,Sales - IBC Tanks
2024-01-24,Reconditioned barrel sale,HTG Petro,0,57308,7281082,Bank,Sales - Refurbished Drums
2024-01-24,Paint and coating drums,Local Supplier,64498,0,5262248,Bank,Refurbishing Costs
2024-01-24,Plastic drum sale,Bank Al Falah,0,62751,-20994327,Cash,Sales - Plastic Drums
2024-01-24,Generall expense,Regular Client,6762,0,-25811409,Cash,Miscellaneous
2024-01-24,IBC small tank invoice,Walk-in Customer,0,777524,-2547410,Bank,Sales - IBC Tanks
2024-01-25,Customer paymentg plastic drums,Meezan Bank,0,131859,-19369706,Bank,Sales - Plastic Drums
2024-01-25,Purchase plasticc drums,Pakistan Drums Co,91313,0,-18024963,Bank,Purchases - Plastic Drums
2024-01-25,Office rent,Habib Bank,60085,0,-20482980,Bank,Rent
2024-01-25,Sundry ckharges,TCS Courier,6309,0,-22096505,Cash,Miscellaneous
2024-01-25,Steel drums dispatched,Walk-in Customer,0,178702,-8191014,Cash,Sales - Steel Drums
2024-01-25,Drums conveyance,al-baraka bank,16626,0,8362205,Bank,Freight & Conveyance
2024-01-25,Plastic drum sale,Al-Baraka Bank,0,198674,-9617603,Cash,Sales - Plastic Drums
2024-01-25,Steel drum sale,TCS Ckourier,0,223892,-22338864,Bank,Sales - Steel Drums
2024-01-25,Transponrt expense,TCS Courier,6793,0,-18420145,Bank,Freight & Conveyance
2024-01-25,petty cash expense,Meezan Banvk,7498,0,-16475375,Cash,Miscellaneous
2024-01-25,Plastic drum sale,Habib Bank,0,142085,-25138739,Bank,Sales - Plastic Drums
2024-01-25,customer pickup steel druwms,Pakistan Drums Co,0,181049,-20622814,Cash,Sales - Steel Drums
2024-01-25,Reconditioned barrel sale,Walk-in Customer,0,118014,-5284087,Bank,Sales - Refurbished Drums
2024-01-25,Customer IBC payment,TCS Courier,0,562730,7229082,Bank,Sales - IBC Tanks
2024-01-25,Plastic drums delivered,City Freight,0,63834,-20751538,Cash,Sales - Plastic Drums
2024-01-25,General expense,Al-Baraka Bank,8887,0,-20250604,Cash,Miscellaneous
2024-01-25,IBC smagll tank invoice,Meezan Bank,0,452246,-9467294,Bank,Sales - IBC Tanks
2024-01-25,Plastic drums delivered,HTG Petro,0,81467,-18164777,Cash,Sales - Plastic Drums
2024-01-25,Phone bill,Al-Baraka Bank,4550,0,2130155,Bank,Utilities
2024-01-26,Customer payment plastic drums,Meezan Bank,0,71558,356498,Bank,Sales - Plastic Drums
2024-01-26,Purchase IBC small tanks,Walk-in Customer,337769,0,907602,Bank,Purchases - IBC Tanks
2024-01-26,Cheque book charges,tcs courier,1168,0,-23001417,Cash,Bank Charges
2024-01-26,Plastic drum sale,City Freight,0,44134,-18351005,Bank,Sales - Plastic Drums
2024-01-26,Steel drum sale,HTG Petro,0,78960,-18208587,Cash,Sales - Steel Drums
2024-01-26,Office furniture,metro traders,13172,0,-18253443,Bank,Office Supplies
2024-01-26,Notebook order,Pakistan Drums Co,14167,0,7147692,Bank,Office Supplies
2024-01-26,Purchase plastic drums,Bank Al Falah,165408,0,-25657349,Bank,Purchases - Plastic Drums
2024-01-26,Petty cash expense,Metro Traders,4326,0,-21500157,Cash,Miscellaneous
2024-01-26,Bank commission,TCSy Courier,1549,0,-13998397,Bank,Bank Charges
2024-01-26,Customer pickup steel drums,Walk-in Customer,0,619373,-20088107,Cash,Sales - Steel Drums
2024-01-27,Invoice steel drums,Cityt Freight,0,562684,-19156545,Cash,Sales - Steel Drums
2024-01-27,Gas charges,uLocal Supplier,16461,0,-1029534,Bank,Utilities
2024-01-27,Gas charges,HTG Petro,17831,0,-20405178,Cash,Utilities
2024-01-27,Plastic drum sale,TCS Courier,0,152462,-693141,Cash,Sales - Plastic Drums
2024-01-27,Sold steel drums,TlCS Courier,0,472583,-20010397,Bank,Sales - Steel Drums
2024-01-27,Invoice steel drums,Habib Bank,0,749172,-3429411,Cash,Sales - Steel Drums
2024-01-27,Purchase IBCi small tanks,Habib Bank,494520,0,-20754470,Bank,Purchases - IBC Tanks
2024-01-27,Purchase plastic drums,Metro Traders,144814,0,-14757936,Cash,Purchases - Plastic Drums
2024-01-27,IBC tanks received bill,City Freigght,613614,0,4723290,Bank,Purchases - IBC Tanks
2024-01-27,petty cash expense,HTG Petro,1089,0,-5052597,Cash,Miscellaneous
2024-01-27,Sold IBC tanks,Bank Al Falah,0,535833,-21016003,Bank,Sales - IBC Tanks
2024-01-27,Sold plastic drums,HTG Petro,0,65120,8483794,Bank,Sales - Plastic Drums
2024-01-27,Plastic drum procurement,Walk-in Customer,92222,0,4137813,Cash,Purchases - Plastic Drums
2024-01-27,Petty cash expense,Meezan Bank,7383,0,5456246,Bank,Miscellaneous
2024-01-27,Plastic drums delivered,local supplier,0,153008,-23806353,Bank,Sales - Plastic Drums
2024-01-27,IBC small tank invoice,Bank Al Falaxh,0,487380,-11778113,Bank,Sales - IBC Tanks
2024-01-27,sold steel drums,M Ehtisham,0,803269,-1748904,Cash,Sales - Steel Drums
2024-01-27,Customer payment plastic drums,Walk-in Customer,0,81015,-15733345,Cash,Sales - Plastic Drums
2024-01-27,Truck hire drums,HTG Petro,56675,0,-10484027,Bank,Freight & Conveyance
2024-01-28,Notebook order,Habibl Bank,8429,0,-22531918,Bank,Office Supplies
2024-01-28,General expense,Habib Bank,2959,0,-22998982,Cash,Miscellaneous
2024-01-28,Petty cash expense,Pakistan Drums Co,2405,0,294727,Bank,Miscellaneous
2024-01-28,petty cash expense,Meezan Bank,3824,0,-3628333,Cash,Miscellaneous
2024-01-28,Plastic drums deliveroed,Habib Bank,0,198709,-19257479,Cash,Sales - Plastic Drums
2024-01-28,ibc tank procurement,TCS Courier,332816,0,-23833356,Bank,Purchases - IBC Tanks
2024-01-28,Bought steel drums HTG Petro,Metro Traders,527066,0,-22086683,Bank,Purchases - Steel Drums
2024-01-28,genexral expense,Metro Traders,9240,0,-18008297,Cash,Miscellaneous
2024-01-29,IBC tanks dispatched,Meezan Bank,0,569189,-20385564,Cash,Sales - IBC Tanks
2024-01-29,IBC tanks dispatched,M Ehtisham,0,502235,-18413352,Bank,Sales - IBC Tanks
2024-01-29,Truck hire drums,City Freight,11558,0,-10267297,Bank,Freight & Conveyance
2024-01-29,invoice plastic drums,HTG Petro,0,138039,4135243,Cash,Sales - Plastic Drums
2024-01-29,Water bill,Al-Baraka Bank,13038,0,-23868439,Cash,Utilities
2024-01-29,Steel drum procurement,M Ehtisham,502859,0,-20231591,Cash,Purchases - Steel Drums
2024-01-29,IBC tanks dispatched,Punjab Chemicals,0,771869,7491326,Cash,Sales - IBC Tanks
2024-01-29,Purchase plastic drums,Local Supplier,83686,0,-22022577,Bank,Purchases - Plastic Drums
2024-01-29,Miscellaneous expense,Meezan Bank,3503,0,-20175070,Bank,Miscellaneous
2024-01-29,Freight charges,Meezan Bank,57712,0,-20366677,Bank,Freight & Conveyance
2024-01-29,Drum refurbishing labour,Al-Baraka Bank,6160,0,7270218,Bank,Refurbishing Costs
2024-01-30,Purchase IBC small tanks,City Freight,385033,0,-15905041,Cash,Purchases - IBC Tanks
2024-01-30,Refurbished steel drums invoice,HTG Petro,0,90535,-19583454,Bank,Sales - Refurbished Drums
2024-01-30,sold plastic drums,Pakistan Drums Co,0,64626,-18940937,Cash,Sales - Plastic Drums
2024-01-30,Sold plastic drums,Punjab Chemicals,0,170431,5233404,Bank,Sales - Plastic Drums
2024-01-30,Customer pickup steel drums,M Ehtisham,0,543713,-16818355,Cash,Sales - Steel Drums
2024-01-30,Electricity bill,Locakl Supplier,5416,0,-22226690,Cash,Utilities
2024-01-30,Plastic drums delivered,Habib Bank,0,97977,-12035104,Bank,Sales - Plastic Drums
2024-01-30,Internet bill,M Ehtisham,3834,0,-23307419,Cash,Utilities
2024-01-30,Plastic drums delivered,local sufpplier,0,72113,-18091327,Bank,Sales - Plastic Drums
2024-01-30,Purchase plastic drums,City Freight,166198,0,-14084756,Bank,Purchases - Plastic Drums
2024-01-30,Plastic drum sale,al-baraka bank,0,148419,8612016,Cash,Sales - Plastic Drums
2024-01-30,Plastic drums received,Local Supplier,40087,0,-16426478,Bank,Purchases - Plastic Drums
2024-01-31,purchase plastic drums,City Freight,185597,0,-18885859,Cash,Purchases - Plastic Drums
2024-01-31,general expense,M Ehtisham,1221,0,-4715940,Bank,Miscellaneous
2024-01-31,Bank service charges,Habib Bank,1040,0,-14971796,Cash,Bank Charges
2024-01-31,Freight charges,Meezan Bank,44367,0,-11822480,Cash,Freight & Conveyance
2024-01-31,Plastic drums areceived,TCS Courier,153348,0,-19353310,Cash,Purchases - Plastic Drums
2024-01-31,Online transfer fee,M Ehtisham,1692,0,-11668578,Bank,Bank Charges
2024-01-31,Online transfer fee,Regular Client,2966,0,-18368094,Bank,Bank Charges
2024-01-31,Reconditioned barrel sale,City Freight,0,129139,-21967366,Cash,Sales - Refurbished Drums
2024-01-31,General expense,Bank Al Falah,3125,0,6032657,Cash,Miscellaneous
2024-01-31,Refurbished steel drums invoice,Metro Traders,0,117016,-10821056,Bank,Sales - Refurbished Drums
2024-01-31,ybought plastic drums,M Ehtisham,125553,0,-23761541,Bank,Purchases - Plastic Drums
2024-01-31,IBC small tank invoice,htg petro,0,234526,-20100029,Cash,Sales - IBC Tanks
2024-01-31,Bought steel drums HTG Petro,Walk-in Customer,112399,0,-19887664,Bank,Purchases - Steel Drums
2024-02-01,Reconditioning expense,City Freight,47323,0,-21740471,Cash,Refurbishing Costs
2024-02-01,Invoicez steel drums,Regular Client,0,296948,-4982634,Cash,Sales - Steel Drums
2024-02-01,notebook ordger,Meezan Bank,14550,0,-2292994,Cash,Office Supplies
2024-02-01,IBC tank procurement,Punjab Chemicals,257686,0,-11146601,Bank,Purchases - IBC Tanks
2024-02-01,Sold plastic drums,Walk-in Customer,0,133598,-5314479,Cash,Sales - Plastic Drums
2024-02-01,Drumsg conveyance,Punjab Chemicals,26646,0,-20247119,Bank,Freight & Conveyance
2024-02-01,plastic drum sale,Walk-in Customer,0,147703,-23682624,Cash,Sales - Plastic Drums
2024-02-01,Plastic drum procurement,Walk-in Customer,158620,0,652144,Cash,Purchases - Plastic Drums
2024-02-01,Purchase plastic drums,M Ehtisham,143307,0,-20644543,Bank,Purchases - Plastic Drums
2024-02-01,Invoice steel drums,Walk-in Customler,0,510748,-3207976,Cash,Sales - Steel Drums
2024-02-01,Steel drums received,Regular fClient,697821,0,-8623349,Bank,Purchases - Steel Drums
2024-02-01,Monthly warehouse rent,HTG Petcro,58900,0,-16575618,Bank,Rent
2024-02-01,Steel drum sale,Meezan Bank,0,368218,-21278050,Cash,Sales - Steel Drums
2024-02-01,Plastic drum sale,Habib Bank,0,75222,-4692671,Cash,Sales - Plastic Drums
2024-02-02,Sold steel drums,Habib Bank,0,799078,-7087635,Cash,Sales - Steel Drums
2024-02-02,office rent,Habib Bank,67570,0,-22712610,Bank,Rent
2024-02-02,IBC small tank invoice,Meezan Bank,0,487208,5200213,Bank,Sales - IBC Tanks
2024-02-02,sold steel drums,M Ehtisham,0,554599,-8491222,Bank,Sales - Steel Drums
2024-02-02,Refurbisjhed drum sale,m ehtisham,0,64711,32796,Bank,Sales - Refurbished Drums
2024-02-02,IBC tanks dispatched,HTG Petro,0,275581,-20437018,Bank,Sales - IBC Tanks
2024-02-02,Water bill,Pakistan Drums Co,11495,0,-15370920,Bank,Utilities
2024-02-02,Miscellaneous expense,City Freight,8571,0,-2373702,Bank,Miscellaneous
2024-02-02,IBC tanks receivedm bill,HTGf Petro,161402,0,-23683196,Bank,Purchases - IBC Tanks
2024-02-02,Drum refurbishiwng labour,Habib Bannk,6538,0,-16661953,Cash,Refurbishing Costs
2024-02-02,Monthly warehouse rent,City Frveight,41690,0,-21916296,Bank,Rent
2024-02-02,Customer pickup steel drums,Bank Al Falah,0,647528,-16461377,Bank,Sales - Steel Drums
2024-02-02,IBC small tank invoice,Habib Bank,0,150974,4514667,Cash,Sales - IBC Tanks
2024-02-02,Paint and coating drums,M cEhtisham,52586,0,-6950590,Cash,Refurbishing Costs
2024-02-02,Purchase IBC small tanks,tcs courier,246810,0,-17272953,Cash,Purchases - IBC Tanks
2024-02-02,Internet bill,Regular Client,14693,0,-21571452,Cash,Utilities
2024-02-02,Bank service charges,M Ehtisham,617,0,-18332566,Bank,Bank Charges
2024-02-02,Phone bill,M Ehtisham,10171,0,-6442967,Cash,Utilities
2024-02-02,Purchase steel drums,Meezan Bank,318416,0,-19349950,Bank,Purchases - Steel Drums
2024-02-02,Bank commission,Walk-in Customer,4407,0,-9703271,Bank,Bank Charges
2024-02-03,Bank sefrvice charges,Walk-in Customer,2012,0,-11575304,Cash,Bank Charges
2024-02-03,sundry charges,pakistan darums co,4315,0,8440508,Bank,Miscellaneous
2024-02-03,Delivery charges,Al-Baraka Bank,55397,0,-22734758,Cash,Freight & Conveyance
2024-02-03,Reconditioning expense,Punjab Chemicals,74244,0,-19583597,Cash,Refurbishing Costs
2024-02-03,Gas charges,Regular Client,15164,0,-14705247,Bank,Utilities
2024-02-03,Bought steel drums HTG Petro,Meezan Bank,502515,0,2466081,Cash,Purchases - Steel Drums
2024-02-03,steel drum procurement,Punjab Chemicals,844316,0,-11013380,Cash,Purchases - Steel Drums
2024-02-03,Truck hire drums,Pakistan Drums Co,44527,0,-17772389,Cash,Freight & Conveyance
2024-02-03,Bought IBC tanks HTG Petro,Punjab Chemicals,176697,0,-14796025,Cash,Purchases - IBC Tanks
2024-02-03,Freight charges,Metro Traders,48103,0,-22175644,Bank,Freight & Conveyance
2024-02-03,General expense,Bankk Al Falah,6734,0,2454390,Cash,Miscellaneous
2024-02-03,Truck hire drums,Habib Bank,7944,0,-15011517,Cash,Freight & Conveyance
2024-02-03,Phone bill,Habib Bank,4860,0,2981775,Cash,Utilities
2024-02-03,Refurbished steel drums invoice,Bank Al Falah,0,79655,-19150925,Bank,Sales - Refurbished Drums
2024-02-03,IBC small tank invoice,Metro Traders,0,303008,534560,Cash,Sales - IBC Tanks
2024-02-03,Bought plastic drums,Meezan Bank,77425,0,-22251938,Bank,Purchases - Plastic Drums
2024-02-03,Sandblasting cost,City Freight,18511,0,4807873,Bank,Refurbishing Costs
2024-02-03,Generkal expense,Metro Traders,5583,0,-23621521,Cash,Miscellaneous
2024-02-04,Sold IBC tanks,Al-Baraka Bank,0,590287,-18560173,Cash,Sales - IBC Tanks
2024-02-04,Sold reconditioned drums,mHTG Petro,0,97507,-19442679,Cash,Sales - Refurbished Drums
2024-02-04,phone bill,Metro Traders,5496,0,-17177317,Bank,Utilities
2024-02-04,bank service charges,Habiby Bank,1673,0,1207604,Cash,Bank Charges
2024-02-04,Customer payment plastic drums,Punjab Chremicals,0,63509,5315254,Bank,Sales - Plastic Drums
2024-02-04,Drums chonveyance,Metro Traders,21904,0,-19957061,Bank,Freight & Conveyance
2024-02-04,Office furniture,TCS Courier,7159,0,-22937501,Bank,Office Supplies
2024-02-04,IBC tanks dispatched,Meezan Bank,0,456932,778485,Bank,Sales - IBC Tanks
2024-02-04,Plastic drums delivered,Metezan Bank,0,69838,-20728459,Bank,Sales - Plastic Drums
2024-02-04,Plastic drum procurement,Local Supplier,122868,0,4391799,Bank,Purchases - Plastic Drums
2024-02-04,Customer payment plastlic drums,Al-Baraka Bank,0,166102,-7960441,Cash,Sales - Plastic Drums
2024-02-04,Petty cash expense,TCjS Courier,9627,0,-19163293,Cash,Miscellaneous
2024-02-04,Customer IBC payment,Metro Traders,0,674568,-15814256,Cash,Sales - IBC Tanks
2024-02-04,IBC tanks dispatched,Local lSupplier,0,639141,6412896,Cash,Sales - IBC Tanks
2024-02-04,bought steel drums htg petro,M Ehtisham,92527,0,-8660688,Bank,Purchases - Steel Drums
2024-02-04,Plastic drum procurement,Bank Asl Falah,59201,0,-7875856,Cash,Purchases - Plastic Drums
2024-02-04,Plastic drums received,Walk-in Cuswtomer,183889,0,3469076,Bank,Purchases - Plastic Drums
2024-02-04,Purchase plastic drums,Habib Bank,81964,0,1981665,Bank,Purchases - Plastic Drums
2024-02-04,Plastic drum procurement,City Freight,42728,0,522801,Cash,Purchases - Plastic Drums
2024-02-05,Bought IBC tanks HTG Petro,Bank Al Falah,200225,0,-17492687,Bank,Purchases - IBC Tanks
2024-02-05,Steel drums received,walk-in customier,691702,0,6605848,Bank,Purchases - Steel Drums
2024-02-05,gInvoice plastic drums,Meezan Bank,0,71500,-10199050,Bank,Sales - Plastic Drums
2024-02-05,Bank service charges,Metro Traders,4493,0,-19053905,Cash,Bank Charges
2024-02-05,Sold steel drums,Regular Client,0,732635,-20030312,Cash,Sales - Steel Drums
2024-02-05,IBC tanks dispatched,HTG Petro,0,234531,-20382788,Cash,Sales - IBC Tanks
2024-02-05,Bought plastic drums,TCS Courier,39211,0,-19338548,Bank,Purchases - Plastic Drums
2024-02-05,Bought IBC tanks HTG Petro,M Ehtwisham,414638,0,-10476298,Bank,Purchases - IBC Tanks
2024-02-05,Notebook order,Bank Al Falah,9944,0,-22236634,Cash,Office Supplies
2024-02-05,General expense,Punjab Chemicals,2763,0,-730942,Cash,Miscellaneous
2024-02-05,Customer pickup steel drums,Local Supplier,0,107856,-10308772,Cash,Sales - Steel Drums
2024-02-05,Bought plastic drums,M Ehtisham,62846,0,2067309,Bank,Purchases - Plastic Drums
2024-02-05,Freight charges,Al-Baraka Bank,13140,0,-8784845,Bank,Freight & Conveyance
2024-02-05,Sundry charges,TCS Courier,2926,0,867712,Cash,Miscellaneous
2024-02-05,Sold plastic drums,Regular Client,0,52828,-5630239,Bank,Sales - Plastic Drums
2024-02-06,Office furniture,TCS Courier,14466,0,-22510774,Cash,Office Supplies
2024-02-06,Plastic drums received,Walkp-in Customer,127583,0,-24245405,Bank,Purchases - Plastic Drums
2024-02-06,Miscellaneous expense,Al-Baraka Bank,3630,0,-19960691,Bank,Miscellaneous
2024-02-06,Delivery charges,Habib Bank,58136,0,-3187180,Bank,Freight & Conveyance
2024-02-06,Genercal expense,City Freivght,1583,0,-24671855,Bank,Miscellaneous
2024-02-06,ibc tank procurement,Habib Bank,372524,0,-10422520,Cash,Purchases - IBC Tanks
2024-02-06,Purchase IBC small tanks,Punjab Chemicals,87027,0,-19403104,Cash,Purchases - IBC Tanks
2024-02-06,Customer IBC payment,Bank Al Falah,0,542793,-16483735,Cash,Sales - IBC Tanks
2024-02-06,Shop rent,regular client,67669,0,-19611250,Bank,Rent
2024-02-06,water bill,TCS Courier,15967,0,-18792986,Bank,Utilities
2024-02-06,Plastic drums delivered,Al-Baraka Bank,0,171928,-2658456,Bank,Sales - Plastic Drums
2024-02-07,refurbished drum sale,Bank sAl Falah,0,25642,846081,Bank,Sales - Refurbished Drums
2024-02-07,Electricity bill,HTG Petro,10193,0,-6071904,Bank,Utilities
2024-02-07,Miscellaneous exepense,Punjab Chemicals,7531,0,-22562756,Bank,Miscellaneous
2024-02-07,refurbished drum sale,Meezan Bank,0,58617,-18924975,Bank,Sales - Refurbished Drums
2024-02-07,Shop rent,Local Supplier,62601,0,-16234672,Bank,Rent
2024-02-07,Petty cash expense,Meezan Bank,2645,0,-18254127,Cash,Miscellaneous
2024-02-07,storage rent paid,City Freight,65171,0,-8759984,Cash,Rent
2024-02-07,Purchase IBC small tanks,Pakistan Drums Co,538507,0,-12596661,Bank,Purchases - IBC Tanks
2024-02-07,IBC tanks received bill,Bank Al Falah,520619,0,-3926039,Cash,Purchases - IBC Tanks
2024-02-07,Custovmer pickup steel drums,Metro Traders,0,534229,-8472043,Bank,Sales - Steel Drums
2024-02-07,Steel drums received,Al-Baraka Bansk,414162,0,-7364752,Cash,Purchases - Steel Drums
2024-02-07,Online transfer fee,Meezan vBank,1631,0,-20953956,Cash,Bank Charges
2024-02-07,Refurbished drum rsale,city freight,0,21978,-18775995,Cash,Sales - Refurbished Drums
2024-02-07,Drum refurbishing labour,M Ehtischam,26078,0,5407374,Cash,Refurbishing Costs
2024-02-07,General expense,Habib Bank,4994,0,-18251482,Cash,Miscellaneous
2024-02-07,Office rent,TCS Courier,58441,0,-23169383,Cash,Rent
2024-02-07,Printer ink,bank al falah,1051,0,-11267284,Cash,Office Supplies
